utc_time,x_error (m),y_error (m),z_error (m),satclockerror (m)
2025-09-01 06:00:00,2.118570496578895,1.5507950273600462,-0.9045893033747829,0.3492254074413137
2025-09-01 06:15:00,1.9677527008459943,1.4335086923650568,-0.8464998218162949,0.20977716316608588
2025-09-01 06:30:00,1.6661171093801923,1.1989360223750787,-0.7303208586993186,-0.06911932538436978
2025-09-01 06:45:00,1.3644815179143905,0.9643633523851005,-0.6141418955823424,-0.34801581393482545
2025-09-01 07:00:00,1.0628459264485888,0.7297906823951221,-0.49796293246536616,-0.6269123024852812
2025-09-01 07:15:00,0.7612103349827871,0.49521801240514385,-0.3817839693483899,-0.9058087910357367
2025-09-01 07:30:00,0.45957474351698535,0.26064534241516574,-0.2656050062314136,-1.1847052795861925
2025-09-01 07:45:00,0.1579391520511836,0.026072672425187442,-0.14942604311443733,-1.4636017681366482
2025-09-01 08:00:00,-0.12481549564302853,-0.15744307969588014,-0.03324707999746104,-1.5605684320410438
2025-09-01 08:15:00,-0.12481549564302853,-0.15744307969588014,0.24892722058358024,-1.5605684320410438
2025-09-01 08:30:00,-0.10593455187143906,-0.10638616182696949,0.5311015211646215,-1.3786386073949837
2025-09-01 08:45:00,-0.08705360809984959,-0.055329243958058764,0.8132758217456628,-1.1967087827489236
2025-09-01 09:00:00,-0.0681726643282601,-0.004272326089148097,1.0954501223267041,-1.0147789581028634
2025-09-01 09:15:00,-0.0492917205566706,0.046784591779762574,1.3776244229077454,-0.8328491334568034
2025-09-01 09:30:00,-0.030410776785081136,0.09784150964867329,1.6597987234887865,-0.6509193088107433
2025-09-01 09:45:00,-0.011529833013491666,0.148898427517584,1.9419730240698276,-0.4689894841646832
2025-09-01 10:00:00,-0.011529833013491666,0.148898427517584,1.9426725020910425,-0.2870596595186232
2025-09-01 10:15:00,-0.014978916543253012,0.14010480542483275,1.9426725020910425,-0.2812676621851995
2025-09-01 10:30:00,-0.037308943844603856,0.08025426546317081,1.661197679531216,-0.27547566485177577
2025-09-01 10:45:00,-0.05963897114595472,0.02040372550150883,1.3797228569713897,-0.2696836675183521
2025-09-01 11:00:00,-0.08196899844730557,-0.0394468144601531,1.098248034411563,-0.26389167018492826
2025-09-01 11:15:00,-0.1042990257486564,-0.09929735442181503,0.8167732118517367,-0.2580996728515046
2025-09-01 11:30:00,-0.12662905305000724,-0.159147894383477,0.5352983892919103,-0.2523076755180809
2025-09-01 11:45:00,-0.14895908035135808,-0.21899843434513894,0.2538235667320835,-0.2465156781846571
2025-09-01 12:00:00,-0.17128910765270897,-0.27884897430680095,0.0023269449606061394,-0.2407236808512334
2025-09-01 12:15:00,-0.23048318415622077,-0.3155793238981288,0.0023269449606061394,-0.14108923677190133
2025-09-01 12:30:00,-0.2896772606597326,-0.35230967348945674,0.03230514574895509,-0.04145479269256928
2025-09-01 12:45:00,-0.3488713371632444,-0.38904002308078467,0.062283346537304045,0.058179651386762773
2025-09-01 13:00:00,-0.40806541366675625,-0.42577037267211254,0.09226154732565298,0.15781409546609482
2025-09-01 13:15:00,-0.4672594901702681,-0.46250072226344047,0.12223974811400194,0.25744853954542696
2025-09-01 13:30:00,-0.5264535666737798,-0.4992310718547684,0.1522179489023509,0.357082983624759
2025-09-01 13:45:00,-0.5856476431772917,-0.5359614214460963,0.18219614969069983,0.4567174277040911
2025-09-01 14:00:00,-0.5856476431772917,-0.5359614214460963,0.18219614969069983,0.5563518717834232
2025-09-01 14:15:00,-0.40263175564739256,-0.36319631322338114,0.09932743858062679,0.6779566493451142
2025-09-01 14:30:00,-0.16042179161398162,-0.15370085540933803,-0.013519473317795181,0.7995614269068053
2025-09-01 14:45:00,0.08178817241942937,0.05579460240470505,-0.12636638521621718,0.9211662044684964
2025-09-01 15:00:00,0.3239981364528403,0.26529006021874807,-0.23921329711463912,1.0427709820301876
2025-09-01 15:15:00,0.5662081004862513,0.47478551803279107,-0.3520602090130611,1.1643757595918787
2025-09-01 15:30:00,0.8084180645196622,0.6842809758468342,-0.4649071209114831,1.2859805371535695
2025-09-01 15:45:00,1.0506280285530731,0.8937764336608773,-0.5777540328099051,1.407585314715261
2025-09-01 16:00:00,1.1957290433970602,1.0265584054844732,-0.690600944708327,1.529190092276952
2025-09-01 16:15:00,1.1957290433970602,1.0265584054844732,-0.8452346456044796,1.540761780261405
2025-09-01 16:30:00,1.0986200942076367,0.9498449194940263,-0.999868346500632,1.5523334682458583
2025-09-01 16:45:00,1.0015111450182133,0.8731314335035794,-1.1545020473967846,1.5639051562303115
2025-09-01 17:00:00,0.9044021958287898,0.7964179475131321,-1.309135748292937,1.5754768442147646
2025-09-01 17:15:00,0.8072932466393661,0.7197044615226852,-1.4637694491890898,1.5870485321992178
